,incoming_edge,outgoing_edge
3550,"(167900652, 167900644)","(167900644, 167900652)"
3551,"(167895498, 167870261)","(167870261, 167895498)"
3552,"(10184386933, 9335990824)","(9335990824, 9335990825)"
3553,"(167934389, 167803098)","(167803098, 167803124)"
3554,"(167953692, 167953705)","(167953705, 167872619)"
3555,"(167927647, 167830046)","(167830046, 167830058)"
3556,"(167999905, 167891709)","(167891709, 167891715)"
3557,"(167957651, 167960632)","(167960632, 167960634)"
3558,"(167805029, 167844794)","(167844794, 167844797)"
3559,"(7021117498, 7021117499)","(7021117499, 7021117498)"
3560,"(11980909212, 11980909213)","(11980909213, 11980909212)"
3561,"(167999899, 167995480)","(167995480, 8315746565)"
3562,"(167829993, 167830007)","(167830007, 12484457437)"
3563,"(7021085419, 7021085417)","(7021085417, 7021085427)"
3564,"(7973686452, 7973686470)","(7973686470, 7973686471)"
3565,"(12725717156, 168093137)","(168093137, 12725717145)"
3566,"(7018292290, 7018292401)","(7018292401, 7018292399)"
3567,"(167960634, 12728249016)","(12728249016, 12728249029)"
3568,"(12725741677, 12725741662)","(12725741662, 12725741677)"
3569,"(8891036912, 8891102928)","(8891102928, 8891102929)"
3570,"(6837759139, 12723463460)","(12723463460, 6837759139)"
3571,"(167956019, 167870024)","(167870024, 167916878)"
3572,"(7973686470, 7973686471)","(7973686471, 168073032)"
3573,"(12723388349, 12723388342)","(12723388342, 12723388341)"
3574,"(167944271, 167944274)","(167944274, 167790749)"
3575,"(11204131364, 167889777)","(167889777, 167844622)"
3576,"(167895090, 167895096)","(167895096, 167895090)"
3577,"(12723445808, 12723445804)","(12723445804, 12723445808)"
3578,"(167879771, 167879765)","(167879765, 167879771)"
3579,"(167830013, 167890081)","(167890081, 167830013)"
3580,"(11483889541, 167867701)","(167867701, 167941060)"
3581,"(11172616609, 167904585)","(167904585, 12728226171)"
3582,"(167854845, 167827930)","(167827930, 167827927)"
3583,"(167849544, 167849548)","(167849548, 167849544)"
3584,"(168064961, 168001786)","(168001786, 168064961)"
3585,"(7177835029, 7177835044)","(7177835044, 7177835047)"
3586,"(9658673591, 9658673589)","(9658673589, 9658673587)"
3587,"(9658673584, 9658673585)","(9658673585, 9658673584)"
3588,"(9658748027, 9658748026)","(9658748026, 9658748024)"
3589,"(10136481935, 10136481932)","(10136481932, 10136481933)"
3590,"(8890445790, 8890445789)","(8890445789, 8890445790)"
3591,"(167985797, 12728243585)","(12728243585, 167985797)"
3592,"(7016006749, 7016006748)","(7016006748, 7016006745)"
3593,"(167821454, 167821449)","(167821449, 8890445852)"
3594,"(12725737802, 12725737804)","(12725737804, 7021873772)"
3595,"(167965100, 167965112)","(167965112, 167893748)"
3596,"(167936546, 167902747)","(167902747, 167902750)"
3597,"(11204131651, 11204131645)","(11204131645, 11204131651)"
3598,"(11471045729, 11471045731)","(11471045731, 11471045723)"
3599,"(11980909231, 11980909214)","(11980909214, 11980909212)"
3600,"(6762331439, 167887594)","(167887594, 6762331439)"
3601,"(11904603726, 11904603711)","(11904603711, 167835212)"
3602,"(167830013, 167890081)","(167890081, 167904326)"
3603,"(167934260, 167934296)","(167934296, 167999912)"
3604,"(7009847810, 7009847811)","(7009847811, 7009847809)"
3605,"(9658673568, 9658673574)","(9658673574, 9658673576)"
3606,"(7021112324, 7021112326)","(7021112326, 7021112310)"
3607,"(167895063, 11471045765)","(11471045765, 167895063)"
3608,"(10133751216, 10133751217)","(10133751217, 10133751212)"
3609,"(11204131313, 11204131312)","(11204131312, 11204131314)"
3610,"(7018292397, 7018292399)","(7018292399, 7018292398)"
3611,"(9658748025, 9658748024)","(9658748024, 9658748026)"
3612,"(167821454, 8890445789)","(8890445789, 8890445790)"
3613,"(167902750, 167936546)","(167936546, 167902747)"
3614,"(12723369539, 12723369522)","(12723369522, 12723369539)"
3615,"(12725796951, 12725796952)","(12725796952, 12725796950)"
3616,"(7021112349, 7021112355)","(7021112355, 7021112348)"
3617,"(167891733, 167849595)","(167849595, 167891733)"
3618,"(167843594, 167843575)","(167843575, 167843566)"
3619,"(12723388769, 12723388778)","(12723388778, 12723388777)"
3620,"(4665883747, 167869751)","(167869751, 7021128737)"
3621,"(167829691, 167882924)","(167882924, 167801934)"
3622,"(11204131699, 11204131695)","(11204131695, 11204131434)"
3623,"(167866959, 167866933)","(167866933, 167868509)"
3624,"(7018292361, 7018292438)","(7018292438, 7018292436)"
3625,"(7021112345, 7021112346)","(7021112346, 7021112342)"
3626,"(167953705, 167923046)","(167923046, 167964916)"
3627,"(12723369539, 12723369540)","(12723369540, 12723369522)"
3628,"(167799761, 167813810)","(167813810, 167983627)"
3629,"(8891102928, 8891102929)","(8891102929, 8891102942)"
3630,"(167956019, 167950489)","(167950489, 167956019)"
3631,"(167867029, 167867020)","(167867020, 167867017)"
3632,"(12723388389, 12723388393)","(12723388393, 12723388381)"
3633,"(9658673577, 9658673575)","(9658673575, 9658673569)"
3634,"(168014031, 168019716)","(168019716, 167831433)"
3635,"(7016006766, 7016006768)","(7016006768, 7016006766)"
3636,"(11904603726, 11904603723)","(11904603723, 11904603703)"
3637,"(167889777, 11204131342)","(11204131342, 167889777)"
3638,"(12723388331, 12723388393)","(12723388393, 12723388389)"
3639,"(11308349209, 11308349221)","(11308349221, 11308349222)"
3640,"(167999430, 167791975)","(167791975, 167999430)"
3641,"(9658673582, 9658673580)","(9658673580, 9658673578)"
3642,"(167870274, 167850254)","(167850254, 167850253)"
3643,"(7021112342, 7021112355)","(7021112355, 7021112342)"
3644,"(7009847789, 7009847790)","(7009847790, 7009847789)"
3645,"(7021085417, 7021085427)","(7021085427, 7021085417)"
3646,"(12725737804, 12725737803)","(12725737803, 12725737804)"
3647,"(167895096, 167883798)","(167883798, 167947095)"
3648,"(7673816253, 167790719)","(167790719, 7673816253)"
3649,"(167960286, 167964173)","(167964173, 167960286)"
3650,"(168011276, 167930215)","(167930215, 168011276)"
3651,"(3359695559, 10174611037)","(10174611037, 10174611041)"
3652,"(12723445814, 12723445812)","(12723445812, 12723445813)"
3653,"(167963186, 167963187)","(167963187, 167963188)"
3654,"(167870268, 167870274)","(167870274, 167870268)"
3655,"(167947607, 167957629)","(167957629, 167891743)"
3656,"(167903620, 167903631)","(167903631, 167903620)"
3657,"(12723451322, 12723451318)","(12723451318, 12723445822)"
3658,"(3359663296, 167886802)","(167886802, 3359663296)"
3659,"(167858322, 167848877)","(167848877, 167978652)"
3660,"(167887511, 167870659)","(167870659, 168054963)"
3661,"(7973686471, 168073032)","(168073032, 167965709)"
3662,"(7021112350, 7021112349)","(7021112349, 4665883747)"
3663,"(11204131588, 11204131553)","(11204131553, 11204131546)"
3664,"(12723369521, 167827658)","(167827658, 167882842)"
3665,"(8890445864, 167808793)","(167808793, 8890445883)"
3666,"(167881036, 11012160307)","(11012160307, 11012160308)"
3667,"(7021090893, 7021090903)","(7021090903, 7021090889)"
3668,"(7018292379, 7018292377)","(7018292377, 7018292379)"
3669,"(167964916, 167999905)","(167999905, 167999912)"
3670,"(11872571579, 12909904678)","(12909904678, 12909904665)"
3671,"(167960632, 167960630)","(167960630, 167957648)"
3672,"(167870033, 167870039)","(167870039, 167950489)"
3673,"(167886319, 167886300)","(167886300, 167886319)"
3674,"(167814172, 3359631975)","(3359631975, 167922396)"
3675,"(167827664, 3469851438)","(3469851438, 12728226188)"
3676,"(7009876677, 7009876673)","(7009876673, 7009876672)"
3677,"(12725716075, 7021873773)","(7021873773, 7021873772)"
3678,"(8896212993, 167897813)","(167897813, 12725741697)"
3679,"(9658673571, 9658673570)","(9658673570, 9658673573)"
3680,"(167890120, 167890112)","(167890112, 167890092)"
3681,"(11872571612, 11872571611)","(11872571611, 11872571612)"
3682,"(7021128748, 167869751)","(167869751, 7021128737)"
3683,"(167888111, 167888072)","(167888072, 167995805)"
3684,"(7009847821, 7009847822)","(7009847822, 7019713459)"
3685,"(167906373, 167832382)","(167832382, 167906373)"
3686,"(167799746, 167802293)","(167802293, 167799746)"
3687,"(167858320, 167848877)","(167848877, 167829627)"
3688,"(167862604, 167862622)","(167862622, 167978652)"
3689,"(7018292405, 7018292403)","(7018292403, 7018292402)"
3690,"(7618701203, 167997287)","(167997287, 3359695575)"
3691,"(167906396, 167995650)","(167995650, 167801889)"
3692,"(8890445835, 8890422106)","(8890422106, 8890445835)"
3693,"(12723533117, 12723533120)","(12723533120, 12723533117)"
3694,"(10050195850, 10050195864)","(10050195864, 10050195855)"
3695,"(12725741687, 12725741673)","(12725741673, 12725741689)"
3696,"(10197917471, 10197917498)","(10197917498, 10197924225)"
3697,"(12728143884, 12728185813)","(12728185813, 12728185806)"
3698,"(11980909265, 167835128)","(167835128, 167835133)"
3699,"(7016006755, 7016006729)","(7016006729, 7016006730)"
3700,"(10197924227, 10197924225)","(10197924225, 10197917511)"
3701,"(9658748043, 167829677)","(167829677, 9658748043)"
3702,"(167814172, 167835260)","(167835260, 167814172)"
3703,"(11872571606, 11872571609)","(11872571609, 11872571608)"
3704,"(10136481938, 10136481937)","(10136481937, 10136481939)"
3705,"(167934296, 167934260)","(167934260, 167934296)"
3706,"(167953714, 167851984)","(167851984, 167851950)"
3707,"(7021117509, 7021117493)","(7021117493, 7021117492)"
3708,"(7018292411, 7018292413)","(7018292413, 7018292468)"
3709,"(167947616, 167891743)","(167891743, 167976232)"
3710,"(168007776, 167965620)","(167965620, 167890888)"
3711,"(11012160308, 10869026173)","(10869026173, 10869026180)"
3712,"(12728243589, 12728243595)","(12728243595, 167972978)"
3713,"(7009847828, 7009847827)","(7009847827, 6762335501)"
3714,"(7021112362, 7021112358)","(7021112358, 7021112363)"
3715,"(12728185813, 12728185806)","(12728185806, 12728185821)"
3716,"(7009847824, 7009847819)","(7009847819, 6762335502)"
3717,"(10170096917, 10170087215)","(10170087215, 10170087210)"
3718,"(7009847825, 7009847826)","(7009847826, 7009847828)"
3719,"(167833638, 167833641)","(167833641, 167833651)"
3720,"(167934464, 167940024)","(167940024, 167934464)"
3721,"(3469851446, 167880875)","(167880875, 3469851442)"
3722,"(167959470, 167959467)","(167959467, 167963188)"
3723,"(12728158826, 12728158827)","(12728158827, 167821315)"
3724,"(7018292342, 7018292336)","(7018292336, 7018292331)"
3725,"(10133642758, 10133642757)","(10133642757, 10133642758)"
3726,"(167878319, 8944378464)","(8944378464, 8944378460)"
3727,"(9335990886, 9335990821)","(9335990821, 9335990820)"
3728,"(8890445765, 167821494)","(167821494, 8890422056)"
3729,"(167834108, 167890120)","(167890120, 167834108)"
3730,"(10197924225, 10197917511)","(10197917511, 10197924226)"
3731,"(11308349278, 11309545399)","(11309545399, 11308349276)"
3732,"(167960698, 167832397)","(167832397, 167832382)"
3733,"(10133642762, 10133642761)","(10133642761, 10133642759)"
3734,"(167866933, 167866959)","(167866959, 167866969)"
3735,"(7009876673, 7009876674)","(7009876674, 167931850)"
3736,"(11204131636, 11204131635)","(11204131635, 11204131658)"
3737,"(7018292403, 7018292405)","(7018292405, 7018292407)"
3738,"(7021112358, 7021117510)","(7021117510, 7021117509)"
3739,"(6762350486, 6762331448)","(6762331448, 6762350486)"
3740,"(9658748027, 9658748025)","(9658748025, 9658748027)"
3741,"(167982315, 168030596)","(168030596, 167844324)"
3742,"(167837881, 167848909)","(167848909, 167944292)"
3743,"(7018292404, 7018292402)","(7018292402, 7018292404)"
3744,"(7009876674, 7009876673)","(7009876673, 7009876677)"
3745,"(11980909247, 11980909248)","(11980909248, 11980909247)"
3746,"(167870274, 167870268)","(167870268, 167870274)"
3747,"(7009822259, 168054409)","(168054409, 7009822259)"
3748,"(7018292446, 7018292445)","(7018292445, 7018292446)"
3749,"(167923046, 167888072)","(167888072, 167888111)"
3750,"(12161835649, 12161835651)","(12161835651, 12161835648)"
3751,"(7009847814, 7009847815)","(7009847815, 7009847814)"
3752,"(168011276, 167930215)","(167930215, 168010782)"
3753,"(10133642761, 167862394)","(167862394, 10133642761)"
3754,"(167827245, 167996159)","(167996159, 168080367)"
3755,"(10133642769, 10133642765)","(10133642765, 10133642769)"
3756,"(7018292511, 7018292416)","(7018292416, 7018292287)"
3757,"(6763905116, 6763905118)","(6763905118, 6763905117)"
3758,"(7018292347, 7018292305)","(7018292305, 7018292347)"
3759,"(167974746, 11308349180)","(11308349180, 167974746)"
3760,"(13056130494, 13056130495)","(13056130495, 13056130493)"
3761,"(8944378449, 8944378464)","(8944378464, 167878319)"
3762,"(7018292383, 7018292384)","(7018292384, 7018292383)"
3763,"(167921991, 167940538)","(167940538, 167879765)"
3764,"(7021072811, 7021072813)","(7021072813, 3469851436)"
3765,"(167801832, 167966063)","(167966063, 167966098)"
3766,"(167804406, 167927575)","(167927575, 167804406)"
3767,"(167935264, 167868375)","(167868375, 167868386)"
3768,"(167830046, 167868739)","(167868739, 167934413)"
3769,"(11308349209, 11308349220)","(11308349220, 11308349209)"
3770,"(10133642779, 167799562)","(167799562, 10133642774)"
3771,"(167791975, 167791970)","(167791970, 167791975)"
3772,"(11172651741, 11172651749)","(11172651749, 11172651747)"
3773,"(167910579, 168042498)","(168042498, 167829591)"
3774,"(6789119218, 168010963)","(168010963, 168010960)"
3775,"(167886802, 167886806)","(167886806, 167886802)"
3776,"(167972978, 7021085413)","(7021085413, 167865740)"
3777,"(12725717146, 12725717156)","(12725717156, 168093137)"
3778,"(167860607, 167860594)","(167860594, 167860607)"
3779,"(7009847792, 7009847790)","(7009847790, 7009847791)"
3780,"(167821449, 167821454)","(167821454, 167821449)"
3781,"(167999899, 167964912)","(167964912, 167936762)"
3782,"(10133642755, 10133642757)","(10133642757, 10133642758)"
3783,"(167990167, 167990169)","(167990169, 167990167)"
3784,"(167801913, 167873258)","(167873258, 167845235)"
3785,"(12723445812, 12723445814)","(12723445814, 12723445812)"
3786,"(7018292409, 7018292290)","(7018292290, 7018292409)"
3787,"(167826988, 167823784)","(167823784, 167978614)"
3788,"(11980600837, 11980600847)","(11980600847, 11980600837)"
3789,"(7018292451, 7018292450)","(7018292450, 7018292449)"
3790,"(167938228, 8315746565)","(8315746565, 167995480)"
3791,"(167862562, 167862556)","(167862556, 7672174271)"
3792,"(11229161118, 12725717145)","(12725717145, 12725717146)"
3793,"(167882869, 167849544)","(167849544, 167849548)"
3794,"(12725716080, 12725716081)","(12725716081, 12725716080)"
3795,"(7021072805, 7021072804)","(7021072804, 7021072805)"
3796,"(167983627, 167802293)","(167802293, 167799746)"
3797,"(167976173, 167844788)","(167844788, 167976173)"
3798,"(7018292390, 7018292388)","(7018292388, 7018292386)"
3799,"(167819352, 167829581)","(167829581, 167800528)"
3800,"(167829583, 167829585)","(167829585, 167829587)"
3801,"(13116669231, 13116669235)","(13116669235, 13116669241)"
3802,"(167957629, 167947607)","(167947607, 167955422)"
3803,"(167884377, 167855148)","(167855148, 168039909)"
3804,"(167826996, 167827000)","(167827000, 167880923)"
3805,"(167870039, 167950489)","(167950489, 167870039)"
3806,"(7674060271, 7674060272)","(7674060272, 7674060267)"
3807,"(167944274, 167959476)","(167959476, 167944274)"
3808,"(7018292400, 7018292398)","(7018292398, 7018292399)"
3809,"(13116669234, 13116669241)","(13116669241, 13116669233)"
3810,"(10169524499, 10169524516)","(10169524516, 10169524499)"
3811,"(167997300, 167808847)","(167808847, 167808868)"
3812,"(167964946, 167964943)","(167964943, 167802578)"
3813,"(167895498, 167870344)","(167870344, 167870268)"
3814,"(8944378464, 8944378460)","(8944378460, 8944378461)"
3815,"(11980600837, 11980600842)","(11980600842, 11980600836)"
3816,"(12725796938, 12725796936)","(12725796936, 7021090903)"
3817,"(13056132490, 13056132482)","(13056132482, 13056132492)"
3818,"(167837862, 167837848)","(167837848, 167934260)"
3819,"(9658777376, 167955444)","(167955444, 9658777374)"
3820,"(167897473, 167957651)","(167957651, 167957648)"
3821,"(10133642761, 167862394)","(167862394, 167862427)"
3822,"(167906396, 167995650)","(167995650, 167995654)"
3823,"(11309810395, 11308349188)","(11308349188, 11309810413)"
3824,"(167845461, 11204131418)","(11204131418, 167845461)"
3825,"(167870191, 167887248)","(167887248, 167870191)"
3826,"(7018292451, 7018292452)","(7018292452, 7018292454)"
3827,"(11308349267, 11308349268)","(11308349268, 11308349270)"
3828,"(12725737801, 12725737803)","(12725737803, 12725737801)"
3829,"(10170087209, 10170096928)","(10170096928, 167844797)"
3830,"(11308349255, 11308349260)","(11308349260, 11308349281)"
3831,"(10147374610, 10147374611)","(10147374611, 10147388317)"
3832,"(167890084, 167830013)","(167830013, 167890084)"
3833,"(11898494757, 11904603703)","(11904603703, 11904603711)"
3834,"(167925939, 12724932350)","(12724932350, 12724932337)"
3835,"(10133642760, 10133642759)","(10133642759, 10133642761)"
3836,"(10133717675, 10133717692)","(10133717692, 10133717675)"
3837,"(8912179504, 168030745)","(168030745, 8912179504)"
3838,"(167870033, 167934464)","(167934464, 167934458)"
3839,"(167934389, 167823659)","(167823659, 11872571611)"
3840,"(167801824, 167873292)","(167873292, 167801832)"
3841,"(12330873931, 12330873929)","(12330873929, 12330873926)"
3842,"(167983887, 12723404679)","(12723404679, 167983887)"
3843,"(167862543, 167968977)","(167968977, 167968974)"
3844,"(9658748019, 9658748043)","(9658748043, 167829677)"
3845,"(167886375, 167822203)","(167822203, 167795765)"
3846,"(167923046, 167964916)","(167964916, 167999905)"
3847,"(167997294, 7618701200)","(7618701200, 7618701203)"
3848,"(7016006757, 9888956670)","(9888956670, 7016006757)"
3849,"(167827485, 167891733)","(167891733, 167827485)"
3850,"(7009847808, 7009847809)","(7009847809, 7009847811)"
3851,"(7018292431, 7018292429)","(7018292429, 7018292431)"
3852,"(11308349268, 11308349266)","(11308349266, 11308349268)"
3853,"(3469851452, 7016006739)","(7016006739, 3469851452)"
3854,"(8890422056, 167821494)","(167821494, 8890445765)"
3855,"(12723533122, 12723533123)","(12723533123, 12723533122)"
3856,"(7618945974, 167959470)","(167959470, 167959473)"
3857,"(8147673465, 13116669231)","(13116669231, 13116669235)"
3858,"(7018292436, 7018292440)","(7018292440, 7018292443)"
3859,"(10147374607, 10147374612)","(10147374612, 10147374608)"
3860,"(167953705, 167851984)","(167851984, 167953705)"
3861,"(12862536209, 12862535995)","(12862535995, 8890841862)"
3862,"(10147374612, 10147374607)","(10147374607, 10147374612)"
3863,"(167865740, 167976173)","(167976173, 167844782)"
3864,"(8026278710, 8026278712)","(8026278712, 8026278711)"
3865,"(167866969, 167860946)","(167860946, 167860960)"
